ID,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine(cc),Power(bhp),Seats,Price(in 10000$)
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796,186,5,14.5
1503,Maruti Baleno Alpha 1.3,2016,30112,Diesel,Manual,First,27.39 kmpl,1248,74,5,7.79
1504,Maruti Ertiga VDI,2017,43775,Diesel,Manual,First,20.77 kmpl,1248,88.76,7,8.27
1505,Land Rover Range Rover Sport SE,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993,255,5,97.07
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,56000,Petrol,Manual,First,12.9 kmpl,1598,102.5,5,2.15
1507,Honda Civic 2006-2010 1.8 V AT,2008,95000,Petrol,Automatic,Second,12.9 kmpl,1799,130,5,3
1508,BMW X3 xDrive20d,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995,184,5,28.79
1509,Skoda Laura Ambition 2.0 TDI CR AT,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968,138.1,5,5.45
1510,Maruti Swift Dzire VDI,2013,72486,Diesel,Manual,First,23.4 kmpl,1248,74,5,3.95
1511,Volvo V40 Cross Country D3,2013,92000,Diesel,Automatic,First,23.3 kmpl,1984,150,5,16
1512,Maruti Swift Dzire ZXi,2013,40000,Petrol,Manual,First,17.5 kmpl,1298,85.8,5,4.25
1513,Land Rover Range Rover 2.2L Pure,2014,56000,Diesel,Automatic,First,12.7 kmpl,2179,187.7,5,34.5
1514,Honda Accord 2.4 AT,2008,125000,Petrol,Automatic,Third,11.7 kmpl,2354,177.6,5,2.6
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,First,12.99 kmpl,2494,100.6,8,13.48
1516,Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,First,12.55 kmpl,2982,168.5,7,32.1
1517,Honda Jazz 1.2 E i VTEC,2018,38593,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,6.17
1518,Honda City 1.5 V MT,2015,32000,Petrol,Manual,First,17.0 kmpl,1497,118,5,5.5
1519,Maruti Dzire AMT ZDI Plus,2017,28226,Diesel,Automatic,First,28.4 kmpl,1248,73.75,5,9.15
1520,Nissan Sunny 2011-2014 Diesel XL,2014,95000,Diesel,Manual,First,21.64 kmpl,1461,84.8,5,4.5
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,Diesel,Manual,First,12.99 kmpl,2494,100.6,8,10.5
1522,Honda Brio S MT,2016,14821,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,5.37
1523,Volkswagen Vento Petrol Trendline,2012,52000,Petrol,Manual,First,15.04 kmpl,1598,103.6,5,5.45
1524,Mahindra XUV500 W4,2016,33000,Diesel,Manual,First,16.0 kmpl,2179,140,7,9.25
1525,Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,Diesel,Manual,First,23.0 kmpl,1498,98.96,5,7.7
1526,Skoda Yeti Ambition 4X2,2012,99754,Diesel,Manual,First,17.72 kmpl,1968,108.49,5,7.99
1527,Hyundai i10 Sportz,2012,49000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,3
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,Diesel,Manual,First,12.8 kmpl,2494,102,8,4
1529,Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,First,20.65 kmpl,1248,88.7,5,6.69
1530,Maruti Swift VDI,2014,56000,Diesel,Manual,First,22.9 kmpl,1248,74,5,4.25
1531,Skoda Rapid 1.5 TDI AT Style,2017,31300,Diesel,Automatic,First,21.72 kmpl,1498,108.4,5,10.5
1532,Toyota Innova Crysta 2.4 VX MT 8S,2019,11241,Diesel,Manual,First,13.68 kmpl,2393,147.8,8,22.55
1533,Hyundai Verna 1.6 SX VTVT,2014,48000,Petrol,Manual,Second,17.01 kmpl,1591,121.3,5,5.2
1534,Honda City i VTEC VX Option,2019,23882,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,11.87
1535,Honda City i DTEC SV,2014,65000,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,6.99
1536,Volkswagen Vento Diesel Highline,2011,50000,Diesel,Manual,First,20.54 kmpl,1598,103.6,5,5
1537,Audi Q5 2008-2012 3.0 TDI,2014,25000,Diesel,Automatic,First,12.19 kmpl,2967,236,5,44
1538,Maruti Alto 800 LXI,2015,21000,Petrol,Manual,First,22.74 kmpl,796,47.3,5,2.79
1539,Tata Manza ELAN Quadrajet BS IV,2012,148000,Diesel,Manual,Second,21.12 kmpl,1248,88.8,5,2.9
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,68000,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,9.85
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,52000,Diesel,Automatic,First,12.0 kmpl,2987,224,7,49
1542,Mahindra Thar CRDe,2016,19000,Diesel,Manual,First,16.55 kmpl,2498,105,6,9.25
1543,Hyundai Verna 1.6 CRDI,2011,74000,Diesel,Manual,Second,22.32 kmpl,1582,126.3,5,3.75
1544,Ford Aspire Titanium Diesel,2017,30279,Diesel,Manual,First,26.1 kmpl,1498,99,5,7.29
1545,Mini Cooper 3 DOOR D,2016,20000,Diesel,Automatic,First,20.7 kmpl,1496,113.98,4,23.5
1546,Maruti Omni 8 Seater BSIV,2013,34834,Petrol,Manual,First,14.0 kmpl,796,35,5,2.6
1547,Mahindra Verito 1.5 D4 BSIV,2015,90000,Diesel,Manual,Second,21.03 kmpl,1461,65,5,3.1
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2016,38730,Diesel,Automatic,First,14.21 kmpl,2143,203,5,29.98
1549,Renault Duster 110PS Diesel RxZ,2016,57390,Diesel,Manual,First,19.01 kmpl,1461,108.45,5,6.73
1550,Maruti Swift Dzire Tour LDI,2016,100000,Diesel,Manual,First,23.4 kmpl,1248,74,5,3.5
1551,Volkswagen Polo Petrol Highline 1.2L,2011,50000,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,2.35
1552,Mahindra XUV500 W10 2WD,2017,64961,Diesel,Manual,First,16.0 kmpl,2179,140,7,16.13
1553,Volkswagen Polo 1.2 MPI Highline,2014,72465,Petrol,Manual,First,16.47 kmpl,1198,74,5,5.9
1554,Maruti Ritz VXI,2012,68776,Petrol,Manual,First,21.1 kmpl,1197,85.8,5,3.9
1555,Chevrolet Optra 1.6 Elite,2005,150000,Petrol,Manual,First,14.7 kmpl,1598,null ,5,1.5
1556,Toyota Innova 2.5 GX 7 STR BSIV,2012,68000,Diesel,Manual,First,12.8 kmpl,2494,102,7,6.95
1557,Honda City i DTec SV,2015,33000,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,7
1558,Volkswagen Ameo 1.2 MPI Highline,2017,22389,Petrol,Manual,First,17.0 kmpl,1198,73.75,5,7.23
1559,Maruti SX4 ZDI Leather,2012,90000,Diesel,Manual,First,21.5 kmpl,1248,88.8,5,3.81
1560,Maruti Swift ZXI,2012,42000,Petrol,Manual,Third,18.6 kmpl,1197,85.8,5,4.5
1561,Hyundai Creta 1.6 CRDi SX,2017,38767,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,12.6
1562,Audi Q7 35 TDI Quattro Technology,2015,21000,Diesel,Automatic,First,12.07 kmpl,2967,241.4,7,48
1563,Maruti Alto LXi BSIII,2010,59136,Petrol,Manual,First,19.7 kmpl,796,46.3,5,2.96
1564,Honda Amaze SX i-DTEC,2014,36000,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,3.25
1565,Volkswagen Passat Diesel Highline 2.0 TDI,2011,95000,Diesel,Automatic,Second,18.33 kmpl,1968,167.7,5,8.5
1566,Hyundai Elantra CRDi SX AT,2013,51000,Diesel,Automatic,First,19.5 kmpl,1582,126.24,5,8.75
1567,Maruti Wagon R VXI BS IV,2011,36411,Petrol,Manual,First,18.9 kmpl,998,67.1,5,3.08
1568,Land Rover Discovery Sport TD4 HSE 7S,2017,40000,Diesel,Automatic,First,12.81 kmpl,1999,148.31,7,41.5
1569,Honda City i VTEC SV,2016,27300,Petrol,Manual,First,17.8 kmpl,1497,117.3,5,7
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,29813,Petrol,Automatic,Second,14.74 kmpl,1991,181.03,5,11.5
1571,Maruti Wagon R LX BS IV,2011,71000,Petrol,Manual,First,20.51 kmpl,998,67.04,5,2.6
1572,Hyundai Verna 1.6 CRDI,2014,32000,Diesel,Manual,First,22.32 kmpl,1582,126.3,5,4.3
1573,Maruti Ertiga VXI CNG,2017,19234,CNG,Manual,First,17.5 km/kg,1373,80.46,7,8.35
1574,Volkswagen Tiguan 2.0 TDI Highline,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968,141,5,24.9
1575,BMW X1 sDrive 20d Exclusive,2011,102000,Diesel,Automatic,First,15.06 kmpl,1995,177,5,13.75
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,2014,42277,Diesel,Manual,First,24.0 kmpl,1186,73.97,5,3.85
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,46000,Diesel,Automatic,First,13.0 kmpl,2143,201.1,5,23.25
1578,Mahindra Bolero ZLX,2012,35000,Diesel,Manual,First,13.6 kmpl,2523,null ,7,7
1579,Hyundai Grand i10 Asta Option,2015,50000,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.75
1580,Hyundai i10 Magna 1.2,2008,62000,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,1.65
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,78000,Diesel,Manual,First,19.33 kmpl,1968,138.1,5,6.5
1582,Skoda Yeti Elegance,2011,79000,Diesel,Manual,First,17.67 kmpl,1968,138.08,5,7.5
1583,Audi Q7 45 TDI Quattro Premium Plus,2019,6773,Diesel,Automatic,First,14.75 kmpl,2967,245,7,72.94
1584,Toyota Fortuner 3.0 Diesel,2010,135000,Diesel,Manual,Second,11.5 kmpl,2982,171,7,11
1585,Maruti Wagon R VXI Minor ABS,2013,36716,Petrol,Manual,First,18.9 kmpl,1061,67,5,3.02
1586,Hyundai EON Era,2013,65060,Petrol,Manual,First,21.1 kmpl,814,55.2,5,3.32
1587,Honda Brio S MT,2013,33000,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,3.24
1588,Maruti Alto 800 VXI,2015,11110,Petrol,Manual,First,22.74 kmpl,796,47.3,5,2.35
1589,Mahindra Bolero ZLX,2013,63000,Diesel,Manual,First,15.96 kmpl,2523,62.1,7,5.5
1590,Honda City i VTEC SV,2015,27030,Petrol,Manual,First,17.8 kmpl,1497,117.3,5,6.75
1591,Skoda Rapid 1.6 MPI Elegance Black Package,2015,19600,Petrol,Manual,First,15.0 kmpl,1598,103.52,5,6.15
1592,Maruti Swift VVT VXI,2016,27755,Petrol,Manual,First,22.0 kmpl,1197,81.8,5,5.45
1593,Hyundai EON Magna Plus,2013,20000,Petrol,Manual,Second,21.1 kmpl,814,55.2,5,2.3
1594,Maruti Swift Dzire ZXI,2015,24782,Petrol,Manual,First,20.85 kmpl,1197,83.14,5,6.21
1595,Nissan Micra XV CVT,2014,47303,Petrol,Automatic,First,19.34 kmpl,1198,76,5,5.21
1596,Audi Q7 4.2 FSI quattro,2008,71000,Petrol,Automatic,First,8.3 kmpl,4134,250,7,11.99
1597,Maruti Swift Vdi BSIII,2010,135000,Diesel,Manual,First,17.8 kmpl,1248,75,5,3.1
1598,Tata Xenon XT EX 4X2,2017,1000,Diesel,Manual,First,13.49 kmpl,2179,138.03,5,7.5
1599,Volkswagen Polo 1.5 TDI Comfortline,2016,29000,Diesel,Manual,First,20.14 kmpl,1498,88.8,5,4
1600,Honda City i VTEC SV,2016,36367,Petrol,Manual,First,17.8 kmpl,1497,117.3,5,7.73
1601,Honda City i VTEC V,2015,38000,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,7.8
1602,Maruti 800 AC BSIII,2011,83969,Petrol,Manual,First,16.1 kmpl,796,37,4,1.3
1603,Volkswagen Polo 1.5 TDI Trendline,2014,82621,Diesel,Manual,First,20.14 kmpl,1498,88.8,5,4.42
1604,Chevrolet Captiva LTZ VCDi,2009,89000,Diesel,Automatic,First,12.5 kmpl,1991,147.9,7,4
1605,Mahindra XUV500 W10 2WD,2016,54000,Diesel,Manual,First,16.0 kmpl,2179,140,7,13
1606,Honda Amaze VX i-DTEC,2015,61691,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,5.38
1607,Hyundai i20 1.2 Sportz Option,2011,32200,Petrol,Manual,Second,17.0 kmpl,1197,80,5,3.25
1608,Maruti Wagon R AMT VXI,2016,68630,Petrol,Automatic,First,20.51 kmpl,998,67,5,3.87
1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968,138.03,5,8.25
1610,Maruti Ciaz 1.4 Zeta,2018,32644,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,9.28
1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179,120,7,6.25
1612,Chevrolet Aveo U-VA 1.2 LS,2008,75000,Petrol,Manual,Second,15.26 kmpl,1150,74.9,5,1.15
1613,Maruti Ciaz ZXi Option,2016,40347,Petrol,Manual,First,20.73 kmpl,1373,91.2,5,7.8
1614,Hyundai i20 1.4 CRDi Asta,2012,60788,Diesel,Manual,First,23.0 kmpl,1396,90,5,4.5
1615,Honda Jazz 1.2 SV i VTEC,2018,18664,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,7.56
1616,Mahindra XUV500 W10 2WD,2017,57847,Diesel,Manual,First,16.0 kmpl,2179,140,7,16.08
1617,Hyundai i20 1.2 Sportz,2012,52237,Petrol,Manual,First,17.0 kmpl,1197,80,5,4.5
1618,Hyundai Verna 1.6 SX,2012,128000,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,5
1619,Hyundai i10 Era 1.1,2011,54000,Petrol,Manual,First,19.81 kmpl,1086,68.05,5,2.2
1620,Maruti Celerio VXI AT,2014,49800,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,4
1621,Skoda Fabia 1.2 TDI Ambition,2012,98000,Diesel,Manual,First,20.86 kmpl,1199,73.9,5,2.51
1622,Maruti Swift VDI BSIV,2015,60095,Diesel,Manual,First,25.2 kmpl,1248,74,5,4.75
1623,Hyundai i10 Magna(O) with Sun Roof,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086,66.7,5,2
1624,Hyundai i10 Magna 1.2,2010,81402,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,2.1
1625,Ford Ecosport 1.5 Ti VCT AT Titanium,2013,38000,Petrol,Automatic,First,16.5 kmpl,1499,110,5,6.25
1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,92239,Diesel,Automatic,Second,11.5 kmpl,2987,210,5,10.6
1627,Maruti Swift VDI BSIV,2017,49224,Diesel,Manual,First,25.2 kmpl,1248,74,5,6
1628,Maruti 800 Std BSIII,2004,12000,Petrol,Manual,Second,16.1 kmpl,796,37,4,0.45
1629,Maruti Swift Lxi BSIII,2010,54898,Petrol,Manual,Third,16.1 kmpl,1298,88.2,5,2.5
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,2500,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,12.75
1631,BMW X1 M Sport sDrive 20d,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995,190,5,30.29
1632,Ford Ikon 1.3 Flair,2006,27076,Petrol,Manual,First,13.8 kmpl,1299,70,5,1.6
1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,75445,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,7.54
1634,Maruti Ciaz VXi Plus,2015,46601,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,6.84
1635,Volkswagen Passat Diesel Highline 2.0 TDI,2012,72000,Diesel,Automatic,First,18.33 kmpl,1968,167.7,5,6
1636,Honda Jazz 1.5 VX i DTEC,2017,27000,Diesel,Manual,First,27.3 kmpl,1498,98.6,5,8
1637,Audi A4 35 TDI Premium,2016,68193,Diesel,Automatic,First,17.11 kmpl,1968,174.33,5,24.74
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,34429,Diesel,Manual,First,24.0 kmpl,1120,70,5,5.5
1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,46000,Diesel,Automatic,First,12.0 kmpl,2987,224,7,36
1640,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,80544,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,11.79
1641,Nissan Sunny 2011-2014 XL,2011,42000,Petrol,Manual,Second,16.95 kmpl,1498,97.7,5,3
1642,Skoda Laura Ambiente 2.0 TDI CR AT,2011,94821,Diesel,Automatic,Second,20.0 kmpl,1968,138.1,5,6.75
1643,Chevrolet Aveo 1.4 LS,2006,100000,Petrol,Manual,First,14.49 kmpl,1399,92.7,5,1.4
1644,Honda Mobilio V i DTEC,2014,57000,Diesel,Manual,First,24.2 kmpl,1498,98.6,7,5.75
1645,Maruti Ritz VDi,2010,79894,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,3.4
1646,Volkswagen Polo Petrol Highline 1.2L,2011,44748,Petrol,Manual,Second,16.47 kmpl,1198,73.9,5,4.89
1647,Nissan Terrano XL,2013,31000,Petrol,Manual,First,13.24 kmpl,1598,102.5,5,4.95
1648,Maruti A-Star AT Vxi Aktiv,2013,60587,Petrol,Automatic,Second,16.98 kmpl,998,66.1,5,3.49
1649,Toyota Etios Liva GD,2011,32000,Diesel,Manual,First,23.59 kmpl,1364,null ,5,3.85
1650,Honda City 1.5 S MT,2014,43772,Petrol,Manual,First,17.0 kmpl,1497,118,5,6.35
1651,Hyundai Grand i10 AT Asta,2017,23576,Petrol,Automatic,First,18.9 kmpl,1197,82,5,7.08
1652,Jaguar XE 2.0L Diesel Prestige,2017,4000,Diesel,Automatic,First,13.6 kmpl,1999,177,5,38
1653,Mahindra Scorpio VLX,2012,62000,Diesel,Manual,First,12.05 kmpl,2179,120,8,6.25
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796,186,5,10.15
1655,Skoda Superb Elegance 1.8 TSI AT,2014,80000,Petrol,Automatic,First,13.7 kmpl,1798,157.75,5,10.75
1656,Chevrolet Cruze LTZ AT,2012,137008,Diesel,Automatic,First,18.1 kmpl,1991,147.9,4,4.65
1657,Mahindra Scorpio VLX,2010,61001,Diesel,Manual,First,12.05 kmpl,2179,120,8,4.75
1658,Hyundai Verna 1.6 SX VTVT (O),2015,52191,Petrol,Manual,First,17.1 kmpl,1591,121.3,5,7.78
1659,Hyundai i20 1.4 Asta CRDi with AVN,2016,77076,Diesel,Manual,First,23.0 kmpl,1396,90,5,6.75
1660,Honda City ZX CVT,2008,56000,Petrol,Automatic,First,16.4 kmpl,1497,78,5,2.99
1661,Hyundai i10 Magna,2013,21000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.35
1662,Honda Amaze S i-Dtech,2013,89429,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,3.65
1663,Maruti Wagon R LXI,2012,45631,Petrol,Manual,Second,22.5 kmpl,998,67.04,5,2.74
1664,Honda Brio S MT,2013,53959,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,3.5
1665,Hyundai i20 1.2 Sportz Option,2014,55804,Petrol,Manual,First,17.0 kmpl,1197,80,5,4.76
1666,Volkswagen Vento 2013-2015 1.6 Comfortline,2016,25899,Petrol,Manual,First,15.04 kmpl,1598,103.2,5,6.2
1667,Skoda Octavia Rider 1.9 TDI MT,2008,82000,Diesel,Manual,Second,18.7 kmpl,1896,66,5,2.35
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,52000,Diesel,Automatic,First,13.0 kmpl,2143,204,5,24.5
1669,Renault Duster Petrol RxL,2013,20000,Petrol,Manual,First,13.24 kmpl,1598,102.57,5,6
1670,Hyundai EON Sportz,2017,31829,Petrol,Manual,First,21.1 kmpl,814,55.2,5,3.65
1671,Maruti Swift VXI,2016,18094,Petrol,Manual,Second,18.6 kmpl,1197,85.8,5,6.26
1672,Nissan Micra Diesel,2011,80000,Diesel,Manual,Second,19.5 kmpl,1461,null ,5,2.1
1673,Audi Q5 3.0 TDI Quattro Technology,2015,11964,Diesel,Automatic,First,13.22 kmpl,2967,241.4,5,32.95
1674,Hyundai i20 1.2 Spotz,2018,22684,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.8
1675,Honda Brio S MT,2014,43521,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,4.25
1676,Maruti Swift Dzire ZXi,2014,49386,Petrol,Manual,First,17.5 kmpl,1298,85.8,5,4.86
1677,Hyundai Grand i10 1.2 Kappa Magna,2017,12248,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,4.9
1678,Mahindra Xylo E8 ABS BS IV,2014,67771,Diesel,Manual,First,11.68 kmpl,2498,112,8,7.06
1679,Volkswagen Polo GTI,2015,60007,Petrol,Automatic,First,17.21 kmpl,1798,189,4,4.5
1680,Maruti Alto K10 VXI,2011,48624,Petrol,Manual,First,24.07 kmpl,998,67.1,5,3.22
1681,Volkswagen Polo Diesel Comfortline 1.2L,2014,30000,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,3.25
1682,Hyundai Grand i10 Sportz,2016,81605,Petrol,Manual,First,18.9 kmpl,1197,82,5,4.53
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,32642,Diesel,Automatic,First,14.84 kmpl,2143,170,5,34.78
1684,Hyundai Verna 1.6 SX VTVT AT,2014,34200,Petrol,Automatic,First,15.74 kmpl,1591,121.3,5,6.5
1685,Fiat Punto EVO 1.2 Emotion,2010,72204,Petrol,Manual,First,15.7 kmpl,1172,67,5,2.25
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,156347,Diesel,Manual,Second,12.99 kmpl,2494,100,8,8
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,47357,Diesel,Automatic,First,18.49 kmpl,1493,100,7,8.37
1688,Volkswagen Polo 1.5 TDI Comfortline,2015,61738,Diesel,Manual,First,20.14 kmpl,1498,88.8,5,5.39
1689,BMW 5 Series 520d Luxury Line,2018,32586,Diesel,Automatic,First,22.48 kmpl,1995,190,5,37.3
1690,Mercedes-Benz GLE 350d,2018,40129,Diesel,Automatic,First,11.57 kmpl,2987,254.79,5,70.8
1691,Mercedes-Benz M-Class ML 350 CDI,2012,51000,Diesel,Automatic,First,11.74 kmpl,2987,254.8,5,22.25
1692,Hyundai Grand i10 1.2 Kappa Sportz,2018,10393,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,6.03
1693,Skoda Superb Elegance 1.8 TSI AT,2011,46000,Petrol,Automatic,First,13.7 kmpl,1798,157.75,5,4.9
1694,Hyundai i10 Sportz AT,2013,21000,Petrol,Automatic,First,16.95 kmpl,1197,78.9,5,3.96
1695,Hyundai i20 1.4 CRDi Asta,2011,113562,Diesel,Manual,First,23.0 kmpl,1396,90,5,4.6
1696,Mahindra Scorpio VLX,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179,120,8,5.5
1697,Honda Brio V MT,2013,63107,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,3.25
1698,Hyundai i20 1.2 Magna Executive,2017,58500,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.25
1699,Ford Endeavour 4x2 XLT Limited Edition,2007,90000,Diesel,Manual,Fourth & Above,10.9 kmpl,2499,143,7,3
1700,Hyundai Verna CRDi SX,2011,108242,Diesel,Manual,First,16.8 kmpl,1493,110,5,4.25
1701,Toyota Fortuner 3.0 Diesel,2011,146300,Diesel,Manual,First,11.5 kmpl,2982,171,7,12.25
1702,BMW X1 sDrive20d,2011,62943,Diesel,Automatic,Second,17.05 kmpl,1995,184,5,10.95
1703,Toyota Fortuner 4x2 AT,2013,65000,Diesel,Automatic,First,12.55 kmpl,2982,168.5,7,16.5
1704,Honda Amaze V CVT Petrol,2018,1700,Petrol,Automatic,First,19.0 kmpl,1199,88.76,5,7.8
1705,Hyundai i10 Era 1.1,2013,34697,Petrol,Manual,First,19.81 kmpl,1086,68.05,5,3.7
1706,Hyundai i20 1.2 Sportz,2012,58000,Petrol,Manual,First,17.0 kmpl,1197,80,5,4
1707,BMW 3 Series 320d GT Luxury Line,2015,32500,Diesel,Automatic,First,19.59 kmpl,1995,187.74,5,26.75
1708,Audi Q3 35 TDI Quattro Premium Plus,2016,58661,Diesel,Automatic,First,15.17 kmpl,1968,181,5,28.03
1709,Maruti Swift VXI Optional,2017,37124,Petrol,Manual,First,20.4 kmpl,1197,81.8,5,5.44
1710,Maruti Baleno Delta Automatic,2017,44000,Petrol,Automatic,First,21.4 kmpl,1197,83.1,5,6.2
1711,Hyundai Accent GLE,2005,45200,Petrol,Manual,First,13.2 kmpl,1495,94,5,0.9
1712,Maruti Ritz LXi,2016,11000,Petrol,Manual,First,18.5 kmpl,1197,85.8,5,3.95
1713,Tata Nano Lx,2011,65000,Petrol,Manual,Second,26.0 kmpl,624,35,4,0.44
1714,Ford Figo Diesel EXI,2012,55005,Diesel,Manual,First,20.0 kmpl,1399,68,5,2.75
1715,Volkswagen Passat Diesel Highline 2.0 TDI,2011,81650,Diesel,Automatic,First,18.33 kmpl,1968,167.7,5,7.5
1716,Fiat Linea Emotion Pack (Diesel),2010,160000,Diesel,Manual,Second,19.0 kmpl,1248,93,5,2.5
1717,Mahindra Xylo D4,2015,169000,Diesel,Manual,First,14.95 kmpl,2489,93.7,7,5
1718,Maruti Wagon R VXI,2013,67263,Petrol,Manual,First,18.9 kmpl,998,67.1,5,3.6
1719,Toyota Etios G Safety,2012,44223,Petrol,Manual,First,17.6 kmpl,1496,88.7,5,3.99
1720,Hyundai Grand i10 Sportz,2015,36840,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.64
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,160000,Diesel,Manual,First,12.99 kmpl,2494,100,8,12
1722,Tata Indica V2 DLS TC,2008,133000,Diesel,Manual,First,16.8 kmpl,1405,62,5,0.7
1723,BMW 3 Series 320d Sport Line,2015,69123,Diesel,Automatic,First,18.88 kmpl,1995,184,5,19
1724,Ford Endeavour 3.2 Titanium AT 4X4,2017,38000,Diesel,Automatic,First,10.91 kmpl,3198,197,7,30.48
1725,Maruti Ciaz Zeta,2017,5500,Petrol,Manual,First,21.56 kmpl,1462,103.25,5,8.2
1726,Ford Figo 1.5D Titanium Plus MT,2015,1001,Diesel,Manual,First,25.83 kmpl,1498,99,5,7.55
1727,Chevrolet Aveo U-VA 1.2 LS,2007,59000,Petrol,Manual,Third,15.26 kmpl,1150,74.9,5,0.99
1728,Honda City 1.5 V AT,2011,78256,Petrol,Automatic,First,16.8 kmpl,1497,118,5,4.15
1729,Nissan Sunny XL,2016,90000,Petrol,Manual,First,16.95 kmpl,1498,97.6,5,6.2
1730,Maruti Swift Dzire VXI,2016,18000,Petrol,Manual,First,19.1 kmpl,1197,85.8,5,4.4
1731,Ford Figo Diesel Titanium,2012,60000,Diesel,Manual,First,20.0 kmpl,1399,68,5,2.1
1732,Fiat Grande Punto 1.3 Emotion (Diesel),2011,130000,Diesel,Manual,First,20.3 kmpl,1248,75,5,2.2
1733,Hyundai Elite i20 Petrol Asta,2018,32851,Petrol,Manual,First,18.6 kmpl,1197,81.86,5,8.34
